"","id","Longitude","Latitude","JLSA","A1","A3","A9","A10","B3","B4","C1","C2","C7","D2","D5","D6","F3","F5","G2","I14","I22","I23","I24","I25","H6","H8"
"145",56714,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",56752,0,0,"Navolato Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",56842,-107.447,24.32226,"Eldorado","Si","Si","Incineraci—n","Entierro sin tratar","Si","0","Si","0","ninguno","0","Si",NA,"1","8.5","18","0","0","0","0","0","0","Si"
"148",56844,-107.509201,24.514521,"Eldorado","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","Si","Si","0","filtracion","0","Si",NA,"1","8","15","0","0","0","0","Si","0","Si"
"149",56898,-108.317632,25.269427,"Angostura","0","0","Entierro sin tratar","Entierro sin tratar","Si","0","Si","Si","ninguno","0","0","ImportaciÌ_n de larvas","4","8","3","Si","0","0","Si","Si","Si","Si"
"150",57027,-105.977928,22.844317,"Rosario","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","Si","Si","Si","ninguno","0","Si","ImportaciÌ_n de reproductores","16","10","18","Si","Si","Si","Si","Si","0","Si"
"151",57027,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",57045,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",57073,0,0,"Eldorado","0","0","Entierro sin tratar","Incineraci—n","Si","Si","0","Si","ninguno","0","0","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","3","10","15","0","0","0","0","0","Si","Si"
"154",57073,0,0,"Eldorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",57077,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",57129,0,0,"Eldorado","0","0","0","Incineraci—n","Si","0","0","Si","ninguno","0","0","ImportaciÌ_n de reproductores","5","10","20","0","0",NA,"0","0","Si","Si"
"157",57159,-109.421081,26.613086,"Ahome","Si","Si","Entierro con cal y tierra","Entierro sin tratar","Si","Si","Si","Si","filtracion","Si","0","ImportaciÌ_n de reproductores","25","12","15","Si","0","0","0","0","0","Si"
"158",57159,-109.203642,26.078664,"Ahome","Si","Si","Entierro con cal y tierra","Entierro sin tratar","Si","Si","Si","Si","filtracion; prod_quim","Si","0","ImportaciÌ_n de reproductores","30","10","25","Si","0","Si","Si","0","Si","Si"
"159",57163,-106.121789,22.958381,"Rosario","0","0","Incineraci—n","Incineraci—n","0","Si","0","Si","ninguno","0","Si","ImportaciÌ_n de reproductores","2","150","6","0","0","0","0","0","0","Si"
"160",57163,-106.164603,23.004039,"Rosario","0","0","Incineraci—n","Incineraci—n","0","Si","0","0","ninguno","0","Si","Siembra de organismos silvestres","3","100","13","0","0","0","0","0","0","Si"
"161",57163,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",57164,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",57164,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",57164,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",57208,-106.108625,22.920917,"Rosario","0","0","Incineraci—n","Incineraci—n","0","0","0","0","ninguno","0","0","Siembra de organismos silvestres","6","300","12","0","0","0","0","0","0","Si"
"166",57264,-108.746861,25.535144,"Guasave Norte","Si","Si","Incineraci—n","Incineraci—n","Si","0","Si","Si","filtracion","Si","0","ImportaciÌ_n de larvas","6","12","25","0","0","Si","Si","0","Si","Si"
"167",57294,0,0,"Mazatl‡n-San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",57309,0,0,"Eldorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",57315,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",57388,-106.132325,22.965689,"Rosario","0","0","Incineraci—n","Incineraci—n","0","Si","0","0","ninguno","0","Si","Siembra de organismos silvestres","1","100","3","0","0","0","0","Si","0","Si"
"171",57388,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",57416,-106.151428,22.971406,"Rosario","0","0","Incineraci—n","Incineraci—n","0","0","0","Si","ninguno","0","Si","Siembra de organismos silvestres","13","225","15","Si","0","0","Si","0","Si","Si"
"173",57474,-106.1175,23.932375,"Rosario","0","0","Incineraci—n","Incineraci—n","0","0","0","Si","ninguno","0","Si","Siembra de organismos silvestres","10","150","25","0","0","0","0","0","0","Si"
"174",57474,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",57474,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",57486,-106.197528,23.037658,"Rosario","0","0","Incineraci—n","Incineraci—n","0","0","0","0","ninguno","0","Si","Siembra de organismos silvestres","1","100","4","0","0","0","0","Si","0","Si"
"177",57486,0,0,"Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",57487,-106.358656,23.182278,"Mazatl‡n-San Ignacio","0","0","Incineraci—n","Incineraci—n","Si","Si","0","0","ninguno","0","Si","Siembra de organismos silvestres","2","10","6","0","0","0","Si","Si","0","Si"
"179",57487,0,0,"Mazatl‡n-San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",57786,-106.349875,23.171519,"Mazatl‡n-San Ignacio","0","0","Entierro sin tratar","0","0","Si","0","0","ninguno","0","Si","ImportaciÌ_n de reproductores; Siembra de organismos silvestres","1","8","5","0","0","0","Si","Si","0","Si"
"181",57786,0,0,"Mazatl‡n-San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",57876,-108.584358,25.360536,"Guasave Norte","Si","Si","Entierro sin tratar","Incineraci—n","Si","0","Si","Si","ninguno","0","Si","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","8","10",NA,"Si","Si","Si","Si","Si","Si","Si"
"183",57876,-106.286044,23.135272,"Mazatl‡n-San Ignacio","Si","Si","Incineraci—n","Incineraci—n","Si","Si","Si","Si",NA,"Si","Si",NA,NA,NA,NA,"Si","Si","Si","Si","Si","Si","Si"
"184",58173,-107.4539,24.3289,"Eldorado","Si","Si","Incineraci—n","Incineraci—n","Si","Si","Si","Si",NA,"0","Si",NA,"1","8","11","Si","0","0","Si","0","0","Si"
"185",58248,0,0,"Eldorado","0","0","0","Incineraci—n","Si","0","0","Si","ninguno","0","0","ImportaciÌ_n de reproductores","5","7","17","Si","0",NA,"Si","Si","0","Si"
"186",58266,0,0,"Eldorado","Si","Si","Entierro con cal y tierra","Incineraci—n","0","Si","Si","Si",NA,"0","Si","ImportaciÌ_n de reproductores","2","8","24","0","0","0","0","0","0","0"
"187",58436,0,0,"Mazatl‡n-San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",58538,-107.4608,23.33471,"Eldorado","Si","Si","Entierro sin tratar","Entierro sin tratar","Si","Si","0","Si","ninguno","0","Si","Otros","1","10","25","0","0","0","0","0","0","Si"
"189",58652,-107.94577,24.84005,"Navolato Norte","0","Si","Entierro con cal y tierra","Incineraci—n","Si","Si","Si","Si","ninguno","0","0","ImportaciÌ_n de reproductores","9","5","15","Si","Si","0","Si","0","0","Si"
"190",58679,-108.31018,25.266641,"Angostura","Si","0","Entierro sin tratar","Entierro sin tratar","Si","Si","0","Si","ninguno","0","0","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","4","9","3","Si","0","0","Si","Si","0","Si"
"191",58682,-108.326659,25.296057,"Angostura","Si","Si","Entierro con cal y tierra","Entierro con cal y tierra","Si","Si","Si","Si","lag_ox","0","0","Otros","14","9.1","16","Si","0","Si","Si","Si","Si","Si"
"192",58682,0,0,"Guasave Sur","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","Si","0","0","filtracion","0","0","ImportaciÌ_n de reproductores","11","10","12","0","0",NA,"0","0","Si","Si"
"193",58683,-108.327331,25.305946,"Angostura","Si","Si","Entierro con cal y tierra","Entierro con cal y tierra","Si","Si","Si","0","prod_quim","0","0","ImportaciÌ_n de reproductores","40","10","12","Si","Si","Si","Si","Si","Si","Si"
"194",58684,0,0,"Eldorado","0","0","0","Incineraci—n","Si","0","0","Si","ninguno","0","0","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","5","8","10","0","0",NA,"0","0","Si","Si"
"195",58742,0,0,"Guasave Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",58742,-109.366953,25.895372,"Ahome","0","0","Entierro con cal y tierra","Entierro sin tratar","Si","Si","0","0","filtracion","Si","0","ImportaciÌ_n de larvas","3","12","3","Si","0","0","0","0","0","Si"
"197",58831,-108.619778,25.384067,"Guasave Norte","Si","0","Entierro sin tratar","Incineraci—n","Si","0","Si","Si","filtracion","0","Si","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","14","7.7","30","0","0",NA,"Si","0","Si","Si"
"198",59028,0,0,"Eldorado","0","0","Incineraci—n","Incineraci—n","Si","0","0","Si","ninguno","0","0","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","1","10","25","0","0","0","0","0","Si","Si"
"199",59032,0,0,"Eldorado","0","0","Incineraci—n","Incineraci—n","Si","0","0","Si","ninguno","0","0","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","22","10","25","0","0","0","0","Si","Si","Si"
"200",59056,-109.26178,26.332807,"Ahome","Si","Si","Entierro con cal y tierra","Entierro con cal y tierra","Si","Si","Si","Si","filtracion","Si","Si","ImportaciÌ_n de reproductores","5","12","5","Si","0","0","0","0","0","Si"
"201",59056,-109.690247,26.72108,"Ahome","0","0","Entierro sin tratar","Entierro sin tratar","Si","0","Si","Si","filtracion","0","0","ImportaciÌ_n de reproductores","6","4","6","Si","0","0","0","0","Si","Si"
"202",59058,-110.525761,25.922928,"Ahome","Si","Si","Entierro con cal y tierra","Entierro sin tratar","Si","Si","Si","Si","filtracion","0","0","ImportaciÌ_n de reproductores","27","10","10","Si","0","0","0","0","0","Si"
"203",59112,-108.493331,25.480294,"Guasave Norte","Si","Si","Entierro sin tratar","Incineraci—n","0","0","Si","Si",NA,"0","Si",NA,"6","10","25","0","Si",NA,"Si","Si","Si","Si"
"204",59167,-108.085612,25.089822,"Angostura","Si","0","Entierro sin tratar","Entierro sin tratar","Si","Si","Si","Si","ninguno","0","0","ImportaciÌ_n de larvas; ImportaciÌ_n de reproductores","21","7","16","Si","Si","0","0","Si","Si","Si"
"205",59167,-108.085694,25.089771,"Angostura","Si","0","Entierro sin tratar","Entierro sin tratar","Si","0","Si","Si","ninguno","0","0","ImportaciÌ_n de larvas","15","9","17","Si","Si","0","Si","Si","Si","Si"
"206",59167,0,0,"Guasave Sur","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","Si","0","0","filtracion","0","0",NA,"3","11","20","0","Si",NA,"0","0","Si","Si"
"207",59254,0,0,"Angostura","Si","0","Entierro sin tratar","Entierro sin tratar","Si","0","Si","Si","ninguno","0","0","ImportaciÌ_n de larvas","12","5","6","Si","0","0","0","0","0","Si"
"208",59254,-108.776344,25.561442,"Guasave Norte","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","Si","Si","Si",NA,"Si","Si","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","25","10","20","Si","Si",NA,"Si","Si","Si","Si"
"209",59297,-109.283752,26.37710681,"Ahome","Si","Si","Entierro con cal y tierra","Entierro sin tratar","Si","Si","0","0","filtracion","Si","Si","ImportaciÌ_n de larvas","17","10","18","Si","0","0","0","0","0","Si"
"210",59297,-109.223303,26.08525,"Ahome","Si","Si","Entierro con cal y tierra","Entierro sin tratar","Si","0","Si","Si",NA,"Si","0","ImportaciÌ_n de reproductores; Otros","11","10","28","Si","0","0","Si","Si","0","Si"
"211",59304,-107.5177,24.32597,"Eldorado","Si","Si","Entierro con cal y tierra","Entierro con cal y tierra","Si","Si","Si","Si","filtracion","0","Si","ImportaciÌ_n de reproductores","3","10","12","Si","Si","0","Si","0","Si","Si"
"212",59368,0,0,"Guasave Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",59403,-108.000709,24.999396,"Angostura","Si","0","Entierro sin tratar","Entierro sin tratar","Si","Si","Si","Si","ninguno","0","0","ImportaciÌ_n de larvas","4","4","16","Si","0","0","Si","0","Si","Si"
"214",59403,-108.676778,25.431725,"Guasave Norte","Si","0","Entierro sin tratar","Incineraci—n","Si","0","Si","Si","ninguno","0","Si","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","14","8","20","0","Si",NA,"Si","Si","Si","Si"
"215",59486,-106.0402,22.869667,"Rosario","0","0","Incineraci—n","Incineraci—n","Si","Si","0","Si","ninguno","0","Si","ImportaciÌ_n de reproductores","12","10","10","0","0","0","Si","0","0","Si"
"216",59603,-108.202684,25.200821,"Angostura","Si","0","Entierro sin tratar","Entierro sin tratar","Si","0","Si","Si","ninguno","0","0","ImportaciÌ_n de larvas","4","12","14","0","0","0","Si","0","Si","Si"
"217",59622,-108.203012,25.187665,"Angostura","Si","0","Entierro sin tratar","Entierro sin tratar","Si","Si","Si","Si","ninguno","0","0","ImportaciÌ_n de larvas","7","7","17","0","Si","0","Si","Si","0","Si"
"218",59623,-108.208478,25.195586,"Angostura","Si","0","Entierro sin tratar","Entierro sin tratar","Si","Si","Si","Si","ninguno","0","0","ImportaciÌ_n de larvas","4","10","17","0","0","0","Si","Si","Si","Si"
"219",59678,-108.2182,25.188118,"Angostura","Si","0","Entierro sin tratar","Entierro sin tratar","Si","Si","Si","Si","ninguno","0","0","ImportaciÌ_n de larvas","20","6","10","Si","Si","0","Si","Si","Si","Si"
"220",59711,-108.226908,25.182049,"Angostura","Si","0","Entierro con cal y tierra","Entierro con cal y tierra","Si","Si","Si","Si","ninguno","0","0","ImportaciÌ_n de larvas","23","10","16","Si","Si","0","Si","Si","Si","Si"
"221",59730,-108.234984,25.193196,"Angostura","Si","0","Entierro sin tratar","Entierro sin tratar","Si","Si","0","Si","ninguno","0","0","ImportaciÌ_n de larvas","4","9","8","Si","0","0","Si","Si","0","Si"
"222",59815,-108.233159,25.186243,"Angostura","Si","0","Entierro sin tratar","Entierro sin tratar","Si","Si","Si","Si","ninguno","0","0","ImportaciÌ_n de larvas","4","8","4","Si","Si","0","Si","Si","Si","Si"
"223",59860,-107.436,24.28353,"Eldorado","0","0","Entierro sin tratar","Incineraci—n","Si","Si","0","Si","ninguno","0","0","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","3","10","15","0","0","0","0","0","Si","Si"
"224",59945,-108.634667,25.383114,"Guasave Norte","Si","0","Entierro sin tratar","Incineraci—n","Si","0","Si","Si","filtracion","0","Si",NA,"25","13","15","0","Si",NA,"Si","0","Si","Si"
"225",59957,-107.6625,24.55,"Navolato Sur","0","0","Entierro sin tratar","Entierro sin tratar","Si","Si","Si","Si","filtracion; prod_quim","0","Si","Otros","7","6","4","0","0","0","Si","Si","Si","Si"
"226",59991,-107.78023,24.59145,"Navolato Sur","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","0","0","Si","filtracion","Si","Si","ImportaciÌ_n de reproductores; Otros","10","8.5","27","Si","Si","Si","Si","Si","Si","Si"
"227",60030,-107.912222,24.603056,"Navolato Sur","Si","Si","Entierro con cal y tierra","Entierro con cal y tierra","0","0","Si","0",NA,"0","Si","ImportaciÌ_n de reproductores; Otros","55","500","15","Si","0","0","Si","Si","Si","Si"
"228",60032,-107.64093,24.51423,"Navolato Sur","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","Si","0","Si","filtracion","0","Si","ImportaciÌ_n de reproductores","8","10","20","0","0","0","Si","Si","Si","Si"
"229",60034,-107.5956,24.53609,"Navolato Sur","Si","Si","Incineraci—n","Entierro con cal y tierra","Si","Si","Si","Si","filtracion","0","Si","ImportaciÌ_n de reproductores","10","8","12","Si","Si","0","Si","Si","Si","Si"
"230",60048,-107.73518,24.54494,"Navolato Sur","Si","Si","Incineraci—n","Incineraci—n","Si","Si","Si","Si","filtracion; prod_quim","0","Si","ImportaciÌ_n de reproductores","10","8","9","Si","Si","Si","0","0","Si","Si"
"231",60053,-107.78518,24.59629,"Navolato Sur","Si","Si","Incineraci—n","Incineraci—n","Si","0","Si","Si","filtracion; prod_quim","0","0","ImportaciÌ_n de reproductores","8","8","20","0","Si","0","Si","Si","Si","Si"
"232",60056,-107.73518,24.54494,"Navolato Sur","Si","Si","Entierro con cal y tierra","0","Si","Si","Si","Si","ninguno","0","0","Otros","20","8","25","Si","Si","Si","Si","0","Si","Si"
"233",60060,0,0,"Guasave Sur","Si","Si","Incineraci—n","Incineraci—n","Si","0","Si","Si","filtracion","Si","0",NA,"7","15","4","0","0","0","0","0","0","0"
"234",60063,0,0,"Guasave Sur","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","Si","Si","Si",NA,"Si","0",NA,"9","10","25","0","0","0","0","0","Si","Si"
"235",60068,0,0,"Guasave Sur","0","Si","0","Incineraci—n","Si","Si","0","0","filtracion","0","0",NA,"2","11.7","15","Si","0","0","0","0","0","Si"
"236",60071,-108.533358,25.339581,"Guasave Sur","Si","Si","0","Incineraci—n","Si","Si","Si","0","ninguno","0","0",NA,"5","10","9","0","0","0","0","0","0","0"
"237",60083,-108.367322,25.295875,"Guasave Sur","Si","Si","0","Incineraci—n","0","0","0","0","filtracion","Si","0",NA,"2","12","26","0","0","0","0","0","0","Si"
"238",60138,-108.498058,25.294692,"Guasave Sur","0","0","Entierro con cal y tierra","Incineraci—n","0","Si","Si","0","filtracion","Si","0",NA,"22","10","25","0","0","0","0","0","Si","Si"
"239",60140,-108.488914,25.311975,"Guasave Sur","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","0","Si","Si","filtracion","Si","0",NA,"1616","10","11",NA,"0","0","0","0","Si",NA
"240",60142,0,0,"Guasave Sur","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","0","0","0","filtracion","0","0","ImportaciÌ_n de reproductores","9","10","25","0","0","0","0","0","Si","Si"
"241",60144,0,0,"Guasave Sur","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","0","0","0","filtracion","0","0","ImportaciÌ_n de reproductores","8","10","20","0","0","0","0","0","0","Si"
"242",60146,0,0,"Eldorado","0","0","Incineraci—n","Incineraci—n","Si","Si","Si","Si","ninguno","0","0",NA,"4","6","20","0","0","0","0","0","Si","Si"
"243",60148,-108.770875,25.555953,"Guasave Norte","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","Si","Si","Si","filtracion","0","Si","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","19","12","20","Si","0",NA,"Si","0","Si","Si"
"244",60150,0,0,"Guasave Sur","Si","Si","Entierro sin tratar","Entierro sin tratar","0","0","0","0",NA,"0","0",NA,"4","15","4","0","0","0","0","0","0","0"
"245",60152,-107.80517,24.60495,"Navolato Sur","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","0","0","0","filtracion","0","0","ImportaciÌ_n de reproductores","2","10","16","0","0","0","Si","Si","Si","Si"
"246",60154,-108.626219,25.400575,"Guasave Norte","Si","Si","Entierro sin tratar","Incineraci—n","Si","0","Si","Si","filtracion","0","Si","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","4","12","28","0","Si",NA,"Si","0","Si","Si"
"247",60156,-108.645406,25.396056,"Guasave Norte","Si","Si","Entierro sin tratar","Incineraci—n","Si","0","Si","Si","filtracion","0","Si","ImportaciÌ_n de larvas","13","8.5","20","0","0",NA,"Si","Si","Si","Si"
"248",60158,0,0,"Ahome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",60160,-109.485414,26.107019,"Ahome","0","0","Incineraci—n","Incineraci—n","Si","0","Si","0","ninguno","Si","0","Otros","14","7","30","Si","0","Si","0","0","0","Si"
"250",60162,0,0,"Ahome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",60164,-109.129117,26.29765,"Ahome","Si","Si","Entierro con cal y tierra","Entierro con cal y tierra","Si","0","0","Si","ninguno","Si","Si","ImportaciÌ_n de larvas","14","1","20","Si","0","Si","0","0","Si","Si"
"252",60166,0,0,"Eldorado","0","0","Entierro con cal y tierra","Incineraci—n","Si","0","0","Si","ninguno","0","0","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","22","10","15","0",NA,"Si","0","0","Si","Si"
"253",60169,-108.682164,25.432211,"Guasave Norte","Si","Si","Entierro sin tratar","Incineraci—n","Si","0","Si","Si","filtracion","0","Si","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","12","8","22","0","0",NA,"Si","Si","Si","Si"
"254",60169,0,0,"Navolato Norte","0","Si","Entierro con cal y tierra","Incineraci—n","Si","0","Si","Si","ninguno","0","0","Otros","4","8.5","10",NA,NA,NA,NA,NA,NA,"Si"
"255",60171,-108.676094,25.428447,"Guasave Norte","Si","0","Entierro con cal y tierra","Incineraci—n","Si","0","Si","Si","filtracion","0","Si",NA,"9","10","22","0","0",NA,"Si","Si","Si","Si"
"256",60171,0,0,"Guasave Sur","Si","Si","0","Incineraci—n","Si","Si","Si","0",NA,"Si","0",NA,"7","10","27","0","0","0","0","0","Si","Si"
"257",60173,0,0,"Guasave Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",60176,-108.623672,25.379475,"Guasave Norte","Si","0","Entierro sin tratar","Incineraci—n","Si","0","Si","Si","filtracion","0","Si",NA,"22","12","3","Si","0",NA,"Si","Si","Si","Si"
"259",60176,-108.6984,25.485472,"Guasave Norte","Si","0","Entierro con cal y tierra","Incineraci—n","Si","0","Si","Si","filtracion","0","Si",NA,"24","8","20","Si","Si","Si","Si","Si","Si","Si"
"260",60176,0,0,"Guasave Sur","Si","Si","Entierro sin tratar","Incineraci—n","Si","Si","0","Si","filtracion","Si","0","ImportaciÌ_n de reproductores","45","8","27","Si","0","0","0","0","Si","Si"
"261",60178,0,0,"Guasave Sur","Si","Si","Entierro sin tratar","Incineraci—n","Si","Si","0","0","filtracion","Si","0",NA,"29","7","27","Si","0","0","0","0","Si","Si"
"262",60180,0,0,"Navolato Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",60183,-107.99248,24.67717,"Navolato Norte","0","Si","Incineraci—n","Incineraci—n","Si","0","Si","Si","ninguno","0","0","ImportaciÌ_n de reproductores","7","9","7","Si","0","0","Si","0","Si","Si"
"264",60185,-107.87723,24.7833,"Navolato Norte","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","Si","Si","0","ninguno","0","0","ImportaciÌ_n de larvas","5","8.8","20","Si","Si","0","Si","Si","0","Si"
"265",60187,0,0,"Navolato Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",60189,-107.916429,24.717056,"Navolato Norte","0","Si","Entierro con cal y tierra","Entierro sin tratar","Si","Si","Si","Si","ninguno","Si","0",NA,"19","8","7","Si","0","0","Si","Si","0","Si"
"267",60191,0,0,"Navolato Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",60193,-107.93081,24.71674,"Navolato Norte","0","Si","0","Incineraci—n","Si","0","Si","Si","ninguno","0","Si","Otros","5","8","10","Si","0","0","Si","Si","0","Si"
"269",60196,0,24695492,"Navolato Norte","Si","Si","Entierro con cal y tierra","Incineraci—n","0","0","Si","Si","ninguno","0","0","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","10","12","8","Si","0","0","Si","Si","0","Si"
"270",60198,0,0,"Navolato Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",60200,-107.937458,24.92205,"Navolato Norte","0","0","Entierro sin tratar","Incineraci—n","Si","0","Si","Si","ninguno","0","0","Otros","10","6","9","Si","Si","0","Si","Si","Si","Si"
"272",60203,-107.90605,24.91374,"Navolato Norte","0","0","Entierro con cal y tierra","Incineraci—n","Si","0","Si","Si","ninguno","Si","0","ImportaciÌ_n de reproductores; ImportaciÌ_n de larvas","8","7","12","0","0","0","Si","Si","Si","Si"
"273",60205,0,0,"Navolato Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",60207,-10803621,2477059,"Navolato Norte","0","0","Entierro con cal y tierra","Incineraci—n","Si","Si","0","Si","ninguno","0","0",NA,"15","10","15","0","0","0","0","Si","Si","Si"
"275",60209,-107.947151,24.700131,"Navolato Norte","Si","Si","Entierro sin tratar","Incineraci—n","Si","0","Si","Si","ninguno","0","0","ImportaciÌ_n de reproductores","29",NA,"16","Si","0","0","Si","Si","Si","Si"
"276",60215,0,0,"Mazatl‡n-San Ignacio","Si","Si","Incineraci—n","Incineraci—n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",60335,-107.82894,24.6029,"Navolato Sur","Si","Si","Entierro con cal y tierra","Incineraci—n","Si","Si","Si","Si","filtracion","0","Si","ImportaciÌ_n de reproductores","11","8","15","0","Si","0","Si","Si","Si","Si"
"278",60362,0,0,"Navolato Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",60455,-107.937909,24.759341,"Navolato Norte","0","0","Incineraci—n","Incineraci—n","Si","0","Si","Si","ninguno","0","0","ImportaciÌ_n de reproductores","4","10","6","Si","0","0","Si","Si","Si","Si"
"280",60456,0,0,"Navolato Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
